name,type,notranslate,comment,value,en
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter14,editmarkpairwords,hint",vaString,F,,Mark in syntax definition file defined word pairs.
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter15,pairmarkcolor,frame.caption",vaString,F,,"Mark
color"
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter15,pairmarkcolor,hint",vaString,F,,"Background color of marked brackets and word pairs.
Will be overridden by setting in syntax definition file.
cl_none -> force none."
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter15,statementcolor,frame.caption",vaString,F,,"Statement
color"
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter15,statementcolor,hint",vaString,F,,"Background color of the active row while debugging.
Will be overridden by setting in syntax definition file.
cl_none -> force none."
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter15,scrollheight,frame.caption",vaString,F,,"Scroll
height"
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter15,scrollheight,hint",vaString,F,,"0 -> accelerated,
-1 -> paged"
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter15,rightmarginchars,frame.caption",vaString,F,,Characters
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter15,pairmaxrowcount,frame.caption",vaString,F,,"Mark max
rowcount"
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter10,spacetabs,frame.caption",vaString,F,,Space
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter10,blockindent,frame.caption",vaString,F,,Block Indent
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter10,autoindent,frame.caption",vaString,F,,Auto indent
